Mes,Comparendos,Siniestros,Localidad,
ENERO,50,49,Barrios_Unidos
FEBRERO,65,-3,Barrios_Unidos
MARZO,73,3,Barrios_Unidos
ABRIL,70,0,Barrios_Unidos
MAYO,37,-52,Barrios_Unidos
JUNIO,37,5,Barrios_Unidos
JULIO,4,2,Barrios_Unidos
AGOSTO,23,7,Barrios_Unidos
SEPTIEMBRE,30,-26,Barrios_Unidos
